Open,High,Low,Close
491.36734,491.36734,483.219574,483.863464
483.863464,485.894196,479.108521,481.634583
480.445862,484.333984,478.21698,479.356171
480.445862,481.931763,473.041046,473.734467
474.947968,475.938568,468.830963,470.341644
471.579895,477.87027,468.063232,469.524384
467.889862,470.514984,453.204071,455.284363
458.181885,467.468872,456.175903,463.704529
468.063232,468.880493,463.605469,464.323669
465.5867,466.379181,457.760895,458.503845
461.104187,474.353607,456.819794,471.852325
473.016266,480.297272,472.025665,476.632019
473.065796,477.82074,471.530365,475.294678
476.953949,479.05899,473.115326,474.774597
481.436462,493.076141,478.1427,491.59021
493.076141,496.790924,487.553467,489.435638
489.856659,504.5672,489.856659,502.189728
501.298187,502.907928,493.918152,495.478363
497.781525,510.857574,497.781525,508.851593
509.668854,517.073669,505.755951,515.810608
516.107788,519.327271,507.712402,512.714966
512.145386,516.949829,502.734589,505.23587
505.23587,507.192322,493.323792,494.141052
495.304993,499.762756,491.39209,496.122253
499.267456,505.16156,497.831055,500.357117
499.416046,501.248657,491.83786,494.562042
495.304993,499.762756,492.828491,494.809692
496.295624,496.295624,484.457825,488.989868
491.34256,500.258057,490.351959,499.217926
502.709808,508.083862,502.709808,504.14621
503.229889,511.055695,499.762756,507.118042
510.164154,518.584351,508.653473,517.56897
517.56897,522.918274,511.402405,514.696167
518.43573,522.447693,510.436584,519.896912
523.042114,531.09082,521.605713,529.580139
528.985718,529.679199,518.16333,522.843933
523.091614,531.957581,522.398193,531.487061
532.452881,535.672363,522.150513,524.528015
525.023315,528.985718,512.937866,515.290588
516.231628,527.475037,511.773895,518.807251
527.499817,529.332458,514.745728,517.29657
514.820007,527.202637,514.126587,519.797852
521.060852,538.817566,519.674011,535.746643
537.628845,541.764587,532.13092,535.820923
538.891846,545.776611,537.901245,540.055786
540.328247,545.30603,538.446045,544.26593
543.84491,549.788574,536.539124,541.244568
544.53833,545.28125,532.254761,535.920044
538.743225,548.401672,535.177063,542.978088
555.236938,557.168579,539.510986,541.467407
542.557129,542.557129,530.124939,532.378601
535.920044,537.356384,526.335876,527.648438
533.889282,548.302612,532.452881,547.336792
551.720215,554.246277,545.10791,550.704895
550.903015,554.989258,543.473389,549.070374
548.154053,553.206177,544.43927,545.925171
547.807312,550.680115,532.948181,534.879883
535.003723,538.594666,523.537415,525.939636
528.539978,528.936218,514.225647,522.398193
524.528015,524.528015,508.455353,510.411804
519.971191,519.971191,502.239258,511.625305
513.135986,513.135986,488.915558,493.447601
497.038574,503.452759,493.918152,501.372498
497.608185,497.781525,482.922363,493.125671
494.809692,504.121429,488.395508,493.348541
496.295624,496.790924,481.931763,485.151245
487.875427,490.550079,474.650787,476.656769
480.198212,496.518494,476.681549,494.512512
495.205933,499.614166,485.943726,488.172607
487.875427,494.017212,486.909576,489.757599
494.809692,501.966858,492.853241,500.827667
502.239258,507.192322,494.314392,498.227295
503.155579,510.164154,501.743958,505.2854
505.21109,514.968628,505.21109,510.535645
507.638092,509.049713,500.827667,505.483521
507.464752,512.071106,484.779785,487.627777
488.766968,510.164154,485.076965,507.142792
507.217102,518.08905,500.258057,515.984009
516.603149,525.023315,516.107788,522.670593
522.051453,527.004517,513.135986,522.001953
523.884094,525.023315,515.141968,523.463074
517.59375,528.985718,517.39563,523.413574
524.973755,532.40332,524.156494,531.53656
531.36322,532.452881,519.252991,523.066833
523.933655,527.351257,520.317932,524.726135
521.556152,527.252197,520.070251,524.874695
524.181274,529.381958,520.639832,522.670593
523.190674,524.874695,516.231628,519.03009
519.22821,522.546753,518.23761,519.376831
521.258972,522.918274,518.21283,520.664612
524.057434,528.242798,521.655212,524.379395
527.499817,528.242798,521.358032,522.843933
525.023315,534.879883,523.685974,533.493042
534.929382,539.882446,529.976379,532.849121
533.938782,540.575867,532.22998,537.703125
535.573303,538.768005,524.032715,527.697937
527.697937,530.199219,505.805481,511.872955
515.117188,519.426331,494.611572,502.115448
505.533051,512.962646,496.790924,510.560394
510.164154,514.696167,500.802887,502.907928
502.264038,510.065094,494.314392,496.047974
496.790924,499.267456,491.36734,494.264862
497.707245,499.267456,490.351959,492.754181
495.106873,497.781525,482.922363,485.473206
484.210175,484.210175,472.793396,480.371552
482.922363,491.59021,481.931763,488.766968
492.878021,493.274261,477.52356,481.238342
483.962524,487.850677,473.635406,474.749847
478.46463,479.158051,465.5867,466.924042
468.063232,468.509003,446.765106,452.21347
450.157959,460.064056,447.309937,455.333893
458.206665,459.494446,440.103271,443.545624
450.727539,459.593506,449.390228,456.324493
459.643036,469.301483,453.204071,467.518402
469.251953,469.251953,452.28775,455.680603
458.503845,464.99234,452.906891,460.163116
463.456879,463.456879,451.34668,453.327911
449.935059,464.19986,447.582367,452.857361
451.96582,456.076843,438.39447,445.601135
445.749725,453.204071,439.855621,450.702789
448.795868,454.813812,442.852203,453.105011
452.906891,467.964172,451.37146,466.428711
464.74469,470.936005,464.64563,467.642212
469.474854,473.239166,463.729309,472.496216
473.536346,476.978729,461.624268,463.382599
463.654999,475.938568,462.713928,473.684937
491.34256,499.960876,485.027435,487.801147
488.568848,496.444214,487.875427,493.150421
493.323792,494.611572,474.675537,477.57309
485.745605,486.513336,472.793396,478.58847
480.544922,492.48175,475.492798,477.597839
482.278473,491.68927,479.05899,489.782349
483.021454,487.875427,479.504761,484.111115
487.702057,492.729431,484.457825,486.488586
482.476593,487.033417,477.47403,483.937744
484.408295,491.54068,484.408295,487.850677
489.708069,497.484344,479.504761,492.258881
491.68927,491.83786,486.389526,487.751587
484.804535,492.778961,481.510773,491.36734
491.81311,505.582581,491.4664,504.39386
494.289642,519.872131,489.807129,513.755127
517.59375,522.546753,514.176147,518.63385
514.770508,519.475891,509.173553,510.585175
512.640686,512.640686,488.667908,491.83786
494.834473,495.304993,485.943726,490.500549
491.86264,497.731995,491.41687,495.131653
495.230713,503.551819,493.224731,501.867798
503.180359,506.176941,497.211914,500.406647
507.142792,510.139374,500.258057,508.480103
508.306763,513.309326,502.387878,508.034332
505.21109,511.154755,505.01297,506.573181
508.925903,513.878967,507.241852,511.402405
512.393005,522.497253,512.393005,519.624451
519.599731,527.945618,510.659454,513.334106
515.117188,522.447693,509.668854,520.392212
521.308533,524.528015,515.117188,518.906311
517.59375,522.175293,515.117188,517.519409
517.618469,518.85675,512.690186,516.058289
516.107788,520.516052,505.533051,507.142792
501.743958,504.93869,497.112854,497.930115
496.221313,507.192322,493.620972,506.102661
504.54245,507.613342,497.781525,505.681641
504.81485,517.445129,495.602173,499.837036
497.632935,503.94809,494.685883,501.075317
503.229889,510.411804,499.366516,508.133392
512.541626,517.19751,510.164154,515.414368
502.239258,505.706421,497.855835,499.936096
499.762756,499.762756,494.091492,495.874603
497.781525,499.812286,485.448425,488.420258
491.34256,491.83786,480.445862,481.634583
482.922363,489.361328,481.089752,487.256287
487.330597,488.766968,476.136688,477.84549
478.01886,479.158051,466.106781,467.518402
468.063232,473.883057,465.5867,469.375793
468.063232,477.251129,467.394562,470.514984
472.025665,475.492798,470.093994,473.041046
475.492798,478.48941,471.233185,475.146088
475.146088,477.4245,468.830963,470.911224
472.520966,474.700317,467.320282,473.239166
471.282715,472.892456,466.082001,468.310883
468.187042,476.483398,464.57132,469.549133
470.539764,471.233185,466.354431,468.063232
468.385162,468.954773,454.318512,456.002563
455.680603,457.587524,444.957245,446.690826
449.935059,456.671204,448.127197,453.451721
454.912872,458.553375,450.87616,457.265564
455.185303,456.671204,447.408997,450.430359
448.746338,456.126373,448.746338,453.575562
452.758301,452.758301,446.269806,448.746338
452.01535,464.026489,451.2724,462.540588
462.664398,471.976135,462.664398,468.286102
470.019684,472.025665,462.738708,465.01709
468.063232,473.462067,464.24939,471.456055
471.530365,474.824127,467.394562,468.954773
463.877899,472.867676,463.877899,471.059814
475.740448,478.95993,461.376617,462.912048
462.936829,465.982941,459.717346,464.47226
462.391998,475.492798,462.391998,474.626007
473.140106,473.486816,467.543152,470.143524
469.301483,474.427887,469.053833,472.520966
473.065796,473.511597,461.649017,467.815582
467.196442,467.196442,456.175903,458.454315
458.305725,461.500427,450.727539,451.39621
451.71817,455.135773,445.081085,446.046936
446.269806,446.269806,437.899139,439.607971
441.465363,442.455963,428.537903,430.296234
433.391876,433.391876,410.162079,412.712891
416.006683,423.485779,414.718872,420.340576
422.668518,425.04599,413.158661,418.928986
419.300446,432.252686,418.978516,431.162994
432.970856,435.719818,423.782959,431.608795
429.280853,436.759949,426.878632,431.683075
435.323578,435.323578,426.952911,431.460175
433.738586,439.830841,431.955505,438.46875
440.177551,446.765106,439.335541,445.031555
449.241638,449.241638,424.327789,426.928162
433.094696,435.571228,428.438843,430.122864
430.568634,430.568634,418.037415,419.003265
420.439667,425.21933,416.402924,422.445648
424.97168,433.342346,423.609619,431.262054
432.401276,432.896576,421.999878,423.411469
422.990479,425.937531,419.523346,422.643768
419.770996,424.6745,418.879456,419.894806
422.519928,430.766754,421.554077,428.661713
427.596802,434.828247,425.64035,429.701843
429.776154,433.887177,428.438843,432.500336
431.856445,432.847046,428.042572,429.726624
429.677094,436.561829,428.934143,435.595978
438.84024,439.236481,430.320984,433.986237
433.862427,433.862427,424.74881,426.383301
428.934143,434.382477,427.200562,432.574615
441.812073,441.812073,435.447388,437.280029
439.954681,440.895752,430.618164,431.658325
433.391876,433.391876,425.54129,426.383301
423.485779,423.485779,412.787201,414.743652
416.056213,419.647156,407.710327,410.087769
415.065582,415.065582,406.818756,411.52417
409.889648,415.511353,405.407135,414.718872
409.493408,414.174042,407.685547,408.651398
410.112549,411.92041,401.221832,402.361023
395.996338,395.996338,385.84259,392.281555
384.7034,394.460907,379.898926,386.659851
372.964661,385.84259,372.964661,379.056915
388.987793,391.290955,378.908325,382.746948
380.567596,388.789673,378.908325,382.474518
387.823822,387.823822,375.441193,376.877563
376.431793,382.524048,373.806671,376.010803
376.679443,383.564209,371.97406,373.955292
375.292603,376.431793,365.039795,367.120056
362.092712,366.030396,357.263489,362.835693
362.067963,376.357513,359.393311,374.945892
376.605164,382.375458,370.240479,379.032166
378.413025,381.137207,374.450592,377.075714
377.224304,380.889557,371.60257,373.212311
371.97406,374.500122,352.657166,356.322418
362.117493,376.382263,360.755402,373.980042
378.908325,394.411377,378.413025,387.625702
394.609497,403.029694,391.018524,398.94342
393.519836,395.748688,387.799042,390.721344
387.922882,408.874268,384.60434,406.893066
408.131317,417.789764,407.982727,412.836731
412.836731,425.46701,403.425934,422.222748
422.074158,425.24411,407.982727,408.998108
401.370422,407.363586,393.891296,399.36441
402.782043,408.502808,394.634247,401.320892
403.128754,410.97934,398.81958,408.824738
412.589081,415.362762,402.955383,414.223572
421.009247,421.009247,406.645416,408.948578
408.626617,410.682129,403.970764,406.917816
407.636017,422.965698,404.317474,421.900787
421.455017,421.455017,412.24234,414.867462
408.106567,410.063019,386.337891,389.483093
383.316528,392.578735,378.462555,381.682037
380.988617,381.731567,370.265259,376.035553
383.366058,396.590729,382.375458,394.857147
396.120178,399.36441,390.845184,394.857147
391.538605,402.559143,388.542023,400.057861
397.97757,407.586487,392.529205,400.379791
391.885315,396.194458,388.368652,390.399414
388.319122,391.687195,379.032166,382.177338
382.647888,385.29776,377.298584,379.898926
389.656433,400.206451,388.764893,397.680389
398.34906,411.54892,398.32428,410.731659
413.579681,416.749634,407.388367,409.617249
410.805969,421.950317,409.146698,420.835907
421.009247,424.97168,417.096344,419.473816
417.046814,430.766754,416.799164,429.379913
429.429443,430.345764,411.67276,412.985321
408.626617,409.320068,401.865723,406.100586
408.874268,418.532715,408.180847,417.542114
413.505371,416.501984,407.140717,415.412292
416.056213,420.613007,411.64798,413.951141
420.018646,422.990479,417.814545,419.275696
423.485779,436.338928,417.121094,433.862427
445.625916,447.755737,437.899139,445.774506
444.783905,445.427795,432.178375,434.654907
431.162994,435.125458,424.77356,426.259491
423.485779,436.338928,423.485779,431.806915
429.800903,440.499512,427.448212,438.79071
448.251038,448.251038,432.227905,435.843628
435.373108,438.34494,430.172394,437.701019
440.846222,442.134003,426.531891,428.414063
425.46701,440.227081,421.058777,438.51828
441.514893,443.793274,432.401276,434.233887
431.410645,434.877808,424.104919,426.680481
425.516541,425.516541,414.743652,420.068176
418.557495,420.340576,399.339661,401.172302
396.392609,402.162903,389.805023,400.255981
396.243988,396.243988,387.080872,389.483093
390.349884,398.44812,389.606903,393.866547
391.241425,391.241425,374.351532,383.068878
383.861389,385.34729,373.038971,382.945068
381.236267,382.003998,371.97406,373.360901
378.908325,389.210663,377.694824,388.220062
387.328522,387.328522,376.010803,378.908325
374.797302,387.972412,373.014191,385.47113
395.748688,401.568542,393.866547,395.748688
394.758087,403.673584,389.582153,402.212433
400.379791,402.286713,395.426758,399.587311
399.711151,405.902435,397.828979,401.097992
397.234619,400.057861,382.424988,385.768311
381.335327,381.335327,372.816071,374.302002
376.704224,377.422424,358.60083,360.334381
358.5513,369.497528,357.114899,367.664917
365.535095,373.410431,363.256683,367.466797
362.513733,373.707611,358.35318,371.55304
370.983459,418.334595,354.663147,357.535919
356.223358,366.476166,354.217377,364.197754
367.367706,367.367706,351.270294,353.375366
360.086731,373.336151,357.95694,370.488129
367.194366,376.580383,363.058563,373.732391
376.431793,381.261017,367.714447,369.695648
370.017609,378.809265,369.274658,376.927094
379.403625,380.740967,369.175598,372.989441
375.292603,375.688843,364.222534,366.055176
363.380524,366.030396,350.279694,352.607635
353.152466,356.892029,341.265137,343.221588
345.12854,351.542725,340.348846,349.957764
352.780975,360.037201,351.839905,358.92276
360.284851,362.043182,353.325836,354.712677
354.143066,359.07135,343.791199,346.465851
345.25235,358.60083,345.05423,355.406097
353.870667,353.870667,347.927002,349.809143
352.657166,366.030396,352.657166,364.643555
365.485565,372.964661,362.315613,370.611969
370.240479,372.939911,362.860443,364.990265
367.516327,371.94928,360.631561,362.464203
361.547882,361.547882,352.161865,353.127716
354.638397,368.705048,354.638397,367.541077
377.422424,390.250824,375.465973,386.214081
390.795654,394.238007,387.378052,389.136383
391.290955,396.243988,382.400238,392.603516
374.103882,386.214081,374.054352,382.152588
383.663269,392.083435,381.582977,388.195282
390.647064,393.767487,387.724762,391.761505
396.243988,410.063019,395.748688,406.348236
403.128754,405.580505,392.380615,393.643646
398.47287,406.546356,396.937439,404.713715
405.605255,413.084381,404.168884,411.69751
413.579681,417.393524,408.205627,410.731659
411.103149,416.056213,403.995514,415.214172
418.978516,420.761597,408.180847,412.589081
417.046814,422.346588,413.208191,418.309845
419.523346,428.290222,418.532715,425.1698
424.35257,425.912781,417.343994,422.916168
421.182617,425.46701,415.065582,417.665955
416.601044,425.36795,416.551514,420.637787
419.473816,424.179199,417.542114,420.464417
423.089539,423.857269,412.613831,414.396942
411.59845,411.59845,398.57193,402.410553
407.165466,409.320068,401.296112,405.258545
404.911835,420.390137,403.723114,417.814545
420.018646,424.6745,411.152679,412.787201
412.09375,420.959717,409.419128,415.858093
412.836731,416.898224,403.425934,406.125336
407.041656,408.923798,379.081696,387.056091
390.820404,396.417358,390.151764,394.510437
398.7453,410.063019,398.29953,406.521576
402.088593,405.506195,396.788849,401.667603
404.292694,405.159485,399.09201,403.227814
402.212433,403.178284,393.395996,395.005737
394.758087,400.701752,383.366058,384.629089
384.629089,385.09964,371.97406,377.323364
384.009979,386.139771,380.988617,383.266998
391.290955,397.729919,386.189301,395.525818
397.95282,407.115936,397.87851,406.125336
410.112549,411.103149,399.562561,403.425934
405.159485,406.744476,392.974976,394.584717
386.337891,395.104797,380.072296,382.548828
386.833221,387.823822,372.02359,374.004822
374.500122,379.601746,371.62735,376.704224
376.431793,383.118408,374.004822,380.419006
379.354095,382.103058,362.563263,364.717834
368.407867,371.23111,365.584625,368.531677
368.457397,368.457397,360.086731,361.622192
365.535095,365.931335,359.14566,362.092712
361.572662,364.494965,356.867249,359.442841
355.628998,361.424072,355.628998,358.92276
361.325012,372.964661,360.136261,371.77594
371.156799,371.89975,366.055176,366.798126
368.630737,377.868195,368.630737,372.816071
369.002228,374.945892,368.234497,369.992828
366.550476,370.488129,363.603394,367.590607
369.497528,369.992828,365.584625,367.838257
366.030396,366.030396,359.740021,361.721252
363.207153,369.299408,363.207153,368.160217
369.522308,377.422424,365.287445,372.24646
370.042358,373.187561,364.544495,370.537659
373.856201,373.856201,366.699066,369.695648
371.47876,374.846832,367.863037,370.785339
373.410431,373.410431,365.782745,367.342957
366.550476,367.020996,360.582031,361.993652
359.517151,369.373718,358.69989,364.693085
366.030396,366.773346,358.45224,364.098694
363.603394,367.962097,360.606812,364.693085
365.089325,370.983459,363.355743,369.027008
367.169586,370.067139,364.792145,367.516327
365.287445,370.438599,365.287445,369.051758
370.438599,372.17218,366.525696,368.284027
365.782745,368.729797,364.123474,365.956116
363.256683,366.525696,357.610199,359.814331
354.143066,357.610199,349.239563,354.489777
355.628998,356.074768,346.218201,350.849304
347.704102,350.824524,342.280518,344.286499
345.35141,350.874054,342.032867,343.815979
343.246368,348.199402,340.918427,345.32666
345.7229,348.100342,336.089203,337.451294
336.312103,340.769836,333.885101,337.624664
334.330872,338.194244,333.365021,334.875702
336.931213,341.686157,335.717743,339.358215
335.271942,344.930389,334.330872,341.042267
340.026886,347.060211,339.779236,344.484619
348.991913,348.991913,341.141327,342.305298
339.382996,341.735687,336.584503,340.200226
343.741669,346.713501,339.828766,344.385559
344.236969,344.385559,341.042267,342.354828
342.751068,348.199402,342.751068,347.530762
347.803162,351.567505,345.5,347.629822
346.540131,350.997894,344.311279,349.809143
345.2276,361.102112,337.971375,349.487213
350.354004,351.394135,335.841553,339.407745
335.321472,345.2276,333.538391,343.122528
344.732269,349.685333,344.286499,347.976532
348.917603,355.628998,345.970551,354.588867
357.139679,362.513733,354.762207,357.238739
355.628998,362.513733,352.805756,361.424072
362.909973,364.742615,355.678528,357.734039
354.143066,359.591431,353.845886,358.08075
357.734039,358.57605,352.855286,354.786987
354.638397,357.015839,352.186615,354.811737
355.876648,361.473602,355.876648,359.962921
361.746002,363.801514,352.657166,356.074768
355.133698,366.228516,355.133698,365.262665
365.535095,367.986847,363.058563,365.237915
363.553864,363.553864,351.864685,355.975708
353.424896,354.093536,348.471832,352.161865
353.746826,358.08075,352.657166,354.737457
355.381348,359.343781,353.870667,358.35318
359.789551,361.374542,355.628998,357.85788
358.79895,360.482971,354.960327,356.570068
359.14566,366.971466,359.14566,365.460785
364.296844,366.921936,361.646942,365.237915
366.500946,367.838257,362.216553,364.717834
366.525696,366.525696,361.003052,363.677704
364.024414,367.714447,362.588043,365.881805
365.535095,365.535095,361.325012,363.974884
361.077362,363.454803,359.640961,362.464203
362.290833,367.516327,361.968903,366.377106
363.281464,364.841675,357.610199,359.418091
357.560669,361.473602,355.183228,357.213959
356.619598,359.839081,354.143066,355.876648
356.619598,358.67511,354.167847,356.792969
358.99707,360.557281,355.282288,356.297668
355.628998,357.535919,352.756226,354.539307
356.718658,361.523132,355.628998,360.482971
357.758789,361.003052,355.158447,357.932159
354.143066,359.492371,353.301056,356.124298
357.114899,360.012451,355.802338,358.84848
356.817719,358.87323,352.731445,356.248138
357.065369,357.065369,350.007294,351.740845
356.124298,359.987671,354.712677,357.114899
358.10553,362.464203,357.535919,361.374542
362.365143,369.547058,357.114899,368.308807
366.649536,371.92453,365.832275,369.869019
367.565857,370.290009,364.915955,366.302826
364.049164,370.488129,361.845062,367.788727
370.512909,390.993774,370.512909,389.334503
389.334503,394.238007,385.22348,388.195282
388.839203,395.748688,387.600922,391.687195
390.746124,394.460907,384.678619,386.412201
385.17395,390.795654,383.440369,387.378052
386.09024,391.290955,386.09024,390.374634
390.250824,397.234619,389.805023,396.021118
397.259369,407.066406,395.798218,404.243164
405.109955,408.577087,401.023682,404.218414
404.168884,408.081787,402.336243,403.302094
400.800812,403.921234,399.06723,400.107391
401.469482,401.890472,390.275574,393.519836
392.157745,393.519836,385.694,387.378052
389.309723,394.361847,388.071472,389.978394
389.730743,393.222656,385.61972,391.390015
391.786255,395.005737,386.486481,387.402802
386.214081,392.207275,380.691437,388.021942
386.337891,388.517242,377.769135,379.601746
380.394257,381.360077,376.456573,377.942474
378.388245,386.907501,377.521484,386.139771
383.985199,386.313141,378.512085,381.954468
379.552216,383.663269,378.413025,380.493317
385.694,394.510437,385.59494,392.157745
396.243988,397.903259,390.869934,392.306335
391.043304,394.188477,387.922882,391.786255
393.024506,396.095398,391.018524,395.302917
395.302917,400.454102,393.420776,395.822998
402.682953,418.879456,400.974152,416.922974
420.068176,436.660889,420.068176,432.772736
431.014404,432.847046,421.653137,423.782959
416.402924,420.167236,410.236359,412.3414
412.589081,423.337189,412.09375,421.157837
421.009247,424.87262,412.46524,414.248352
415.065582,418.433655,411.22699,415.932373
415.065582,420.860657,413.010071,418.408905
418.631775,420.018646,408.255157,411.02887
414.570282,419.969116,413.257721,414.669342
416.056213,417.195404,410.731659,412.836731
413.307251,422.718048,413.208191,419.077576
421.281677,425.41748,420.563477,422.445648
425.912781,426.952911,337.971375,424.87262
423.262878,423.262878,404.292694,405.852905
408.874268,409.468658,402.732483,403.822174
401.692352,407.289307,399.909271,404.168884
405.654785,407.140717,400.850342,406.125336
405.555725,409.320068,404.193634,405.605255
405.654785,411.053619,405.654785,407.660797
415.511353,416.031433,401.197052,402.410553
404.193634,404.862305,397.011719,398.79483
399.834961,404.168884,394.758087,401.840942
400.057861,401.444702,395.922058,397.630859
393.866547,404.639435,392.132965,403.970764
402.930634,403.574524,398.62146,401.172302
